team_name,logo_url
Mérida CP,https://tmssl.akamaized.net//images/wappen/small/38011.png?lm=1438119458
Nacional,https://tmssl.akamaized.net//images/wappen/small/982.png?lm=1549988602
Naval 1º de Maio,https://tmssl.akamaized.net//images/wappen/small/4814_1701989895.png?lm=1701989895
Nice,https://tmssl.akamaized.net//images/wappen/small/417.png?lm=1408779490
Nîmes Olympique,https://tmssl.akamaized.net//images/wappen/small/1160.png?lm=1526910377
O Charleville,https://tmssl.akamaized.net//images/wappen/small/6333.png?lm=1463176212
Ol. Avignon,https://tmssl.akamaized.net//images/wappen/small/23341_1486122630.png?lm=1486122630
Olhanense,https://tmssl.akamaized.net//images/wappen/small/4750.png?lm=1436016599
Olympique Alès,https://tmssl.akamaized.net//images/wappen/small/2618_1489139840.png?lm=1489139840
Orihuela Dep.,https://tmssl.akamaized.net//images/wappen/small/42909.png?lm=1438341331
PSG,https://tmssl.akamaized.net//images/wappen/small/583.png?lm=1728026461
Palamós CF,https://tmssl.akamaized.net//images/wappen/small/10744.png?lm=1436950578
Paris FC,https://tmssl.akamaized.net//images/wappen/small/10004.png?lm=1411995262
Pau FC,https://tmssl.akamaized.net//images/wappen/small/3166.png?lm=1652729405
Paços Ferreira,https://tmssl.akamaized.net//images/wappen/small/2995.png?lm=1578477741
Penafiel,https://tmssl.akamaized.net//images/wappen/small/3327.png?lm=1529665673
Perpignan,https://tmssl.akamaized.net//images/wappen/small/8950_1487599723.png?lm=1487599723
Poli Ejido,https://tmssl.akamaized.net//images/wappen/small/606.png?lm=1436287722
Ponferradina,https://tmssl.akamaized.net//images/wappen/small/4032.png?lm=1625561266
Pontevedra CF,https://tmssl.akamaized.net//images/wappen/small/5650.png?lm=1732278110
Portimonense,https://tmssl.akamaized.net//images/wappen/small/7378.png?lm=1665922885
Porto,https://tmssl.akamaized.net//images/wappen/small/720.png?lm=1486310161
QRM,https://tmssl.akamaized.net//images/wappen/small/7124.png?lm=1529961195
Quevilly Rouen,https://tmssl.akamaized.net//images/wappen/small/7124.png?lm=1529961195
R. Majadahonda,https://tmssl.akamaized.net//images/wappen/small/13702.png?lm=1480869902
R. Strasbourg,https://tmssl.akamaized.net//images/wappen/small/667.png?lm=1664991833
